OBJECTID,HUC12,Name,RarAqRankSW,RarAqSumSW,RarFish,RarAqAmph,RarAqRept,Shape__Area,Shape__Length
1,180201590400,Gilsizer Slough-Snake River,5,0.415094,2,0,2,1166747898.65234,226741.887792187
2,180600080503,Corralitos Canyon,4,0.339623,2,3,0,235531615.335938,110700.716745614
3,180400010703,Raynor Creek-Chowchilla River,2,0.150943,0,2,0,250458905.125,209016.532456319
4,180703041300,Mission Beach-Frontal Pacific Ocean,0,0,0,0,0,69133066.96875,167295.313548621
5,180902021201,Fortymile Wash,0,0,0,0,0,6926632.6953125,21538.5911655428
6,180101070401,Cooksie Creek-Frontal Pacific Ocean,3,0.245283,3,1,0,137810692.929688,84104.026181151
7,180101070208,North Fork Mattole River,3,0.245283,3,1,0,168644753.96875,64825.5767423121
8,180101051101,Salt River,5,0.509434,5,1,1,192071839.066406,65564.7760113963
9,180101051003,Price Creek-Eel River,5,0.584906,5,2,1,188915187.941406,78362.7787222208
10,180101020604,Little Salmon Creek-Salmon Creek,5,0.679245,4,4,1,83200487.5976562,54830.9799745648
11,180101020605,Humboldt Bay,5,0.90566,8,4,1,336055616.332031,135244.551264187
12,180101010501,Lake Earl,3,0.264151,2,2,0,135351444.742188,62519.9076541145
13,180101010403,Rowdy Creek,5,0.471698,3,4,0,154981560.039062,66559.491352096
14,180101080702,Virgin Creek-Frontal Pacific Ocean,5,0.54717,3,3,1,66502422.84375,66148.7746917307
15,180101060401,Sprout Creek,2,0.169811,3,0,0,106181362.195312,54813.0908975307
16,180101060305,Fish Creek-South Fork Eel River,4,0.396226,3,1,1,100634171.484375,44208.7779255911
17,180101060402,Redwood Creek,3,0.245283,3,1,0,115169925.503906,52232.9667880266
18,180101060403,Ohman Creek-South Fork Eel River,4,0.396226,3,1,1,234766126.996094,82019.7448053749
19,180101051002,Monument Creek-Eel River,5,0.471698,3,4,0,108652021.378906,50775.8999944348
20,180101050602,Lower Larabee Creek,5,0.471698,3,2,1,179853282.539062,71841.7697229136
21,180101020408,Mill Creek-Mad River,5,0.528302,4,2,1,140390181.011719,80332.0334422687
22,180101020601,Jacoby Creek,5,0.566038,6,3,0,91405736.3554688,56234.2585760721
23,180101020405,North Fork Mad River,5,0.528302,4,4,0,220722243.335938,73291.5542393272
24,180102091005,Mettah Creek-Klamath River,5,0.45283,4,3,0,160729164.613281,85582.5916515057
25,180102091004,Pecwan Creek,3,0.264151,2,2,0,126844339.488281,52935.4860558717
26,180101010503,Wilson Creek,4,0.339623,2,3,0,61660286.953125,43900.8235418322
27,180101010401,Hardscrabble Creek-Smith River,5,0.584906,5,4,0,129899450.757812,55030.9808466707
28,180101010307,Rock Creek,4,0.320755,3,2,0,74797420.484375,41125.3173554866
29,180101010305,Hurdygurdy Creek,5,0.509434,5,3,0,139359732.046875,75837.7185888576
30,180101080301,South Fork Big River,5,0.415094,2,2,1,235823206.710938,87858.8093209294
31,180101030404,Long Valley Creek,5,0.471698,3,2,1,116559175.617188,59234.5615000597
32,180101080202,Upper Noyo River,5,0.471698,3,2,1,118233435.921875,53970.0362476497
33,180101060301,Hollow Tree Creek,5,0.471698,3,4,0,183294168.933594,71913.0900941569
34,180101050405,Pipe Creek-Eel River,2,0.169811,3,0,0,174407046.273438,79961.3677294685
35,180101050903,Baker Creek-Van Duzen River,4,0.396226,3,1,1,180272483.980469,75550.1729225701
36,180101020401,Bug Creek-Mad River,2,0.188679,2,1,0,229782836.71875,81530.8628740968
37,180102111201,Willow Creek,5,0.603774,4,3,1,197063196.585938,74656.786394368
38,180102111209,Deerhorn Creek-Trinity River,4,0.320755,3,2,0,122220114.175781,56135.1537322563
39,180102111204,Tish Tang a Tang Creek,3,0.207547,1,2,0,136351918.324219,62379.0727520633
40,180102090802,Boise Creek-Klamath River,5,0.735849,5,4,1,225113790.660156,85703.9924202342
41,180102090701,Rock Creek,4,0.320755,3,2,0,153705206.734375,60236.7651272014
42,180102090605,Swillup Creek-Klamath River,5,0.566038,6,1,1,109920971.042969,46569.2087778882
43,180102090401,Tenmile Creek,1,0.113208,2,0,0,73306100.1328125,38978.967221269
44,171003110303,Lower East Fork Illinois River,1,0.075472,0,1,0,1684036.6640625,10074.31852411
45,180101090105,Buckeye Creek,3,0.283019,1,3,0,171571426.808594,71320.2549720708
46,180101100101,Burright Creek-East Fork Russian River,2,0.150943,0,0,1,201548168.316406,72709.600008293
47,180101040507,Goforth Creek-Middle Fork Eel River,2,0.169811,3,0,0,71215078.0976562,40832.1402971278
48,180101030302,Lower Tomki Creek,3,0.245283,3,1,0,138403729.003906,69703.9938850651
49,180101050201,Woodman Creek,2,0.188679,2,1,0,110114898.988281,47705.0432967806
50,180101050206,Big Bend Creek-Eel River,3,0.245283,3,1,0,145134885.726562,66181.7662647943
51,180101050106,Casoose Creek,0,0,0,0,0,110098133.027344,49537.639184142
52,180101020202,Barry Creek-Mad River,3,0.226415,0,1,1,193894622.210938,63623.5353231823
53,180102120301,Salt Creek,5,0.45283,4,1,1,257857938.421875,97959.5472757559
54,180102100402,Crapo Creek-Salmon River,4,0.301887,4,1,0,114728576.691406,61554.4211298205
55,180102110902,Upper North Fork Trinity River,4,0.358491,5,1,0,166678061.4375,72795.0958415587
56,180102100403,Butler Creek-Salmon River,4,0.301887,4,1,0,168185806.15625,67290.5747011513
57,180102090601,Oak Flat Creek-Klamath River,5,0.490566,6,2,0,152453331.789062,56317.1542181462
58,180102061101,Grider Creek,4,0.396226,3,3,0,200613371.882812,77534.5603361442
59,180102061103,Bittenbender Creek-Klamath River,4,0.396226,3,3,0,258067562.496094,101472.043496139
60,171003090107,Carberry Creek,0,0,0,0,0,1423114.3359375,6451.47368918138
61,180500050400,Abbotts Lagoon-Frontal Pacific Ocean,2,0.132075,1,1,0,70255732.171875,103740.169223221
62,180500050304,Tomales Bay,5,0.54717,3,3,1,194700933,93095.1044953467
63,180500050303,Estero De San Antonio,4,0.358491,1,2,1,217873922.175781,93858.9765811601
64,180101100802,Ward Creek-Austin Creek,5,0.54717,3,3,1,161248130.070312,72475.4324257306
65,180101100504,Lake Sonoma-Dry Creek,5,0.433962,1,3,1,185732440.929688,81542.1153911527
66,180101100503,Warm Springs Creek,5,0.45283,0,4,1,145908418.464844,70363.1005517512
67,180101100601,Gill Creek-Russian River,4,0.339623,2,1,1,173432870.976562,77516.083281085
68,180101100507,West Slough-Dry Creek,5,0.45283,4,1,1,179968884.832031,88942.4579994672
69,180101100602,Sausal Creek-Russian River,5,0.471698,3,2,1,197259105.382812,70234.2573536136
70,180101100406,Dooley Creek,2,0.188679,2,1,0,67337100.9960938,46311.9281160097
71,180201160203,Clover Creek,1,0.056604,1,0,0,119167307.734375,56081.4302754765
72,180101040103,Baldy Creek-Black Butte River,4,0.339623,2,1,1,157218024.410156,54229.8407024675
73,180101040204,Red Chert Creek-Middle Fork Eel River,4,0.396226,3,1,1,102688223.792969,50157.5721984965
74,180201150301,Headwaters Grindstone Creek,0,0,0,0,0,169112047.253906,64517.9684037899
75,180101040201,Balm of Gilead Creek,3,0.245283,3,1,0,95077026.9023438,46013.380090716
76,180201520101,South Fork Beegum Creek,2,0.188679,2,1,0,151673855.183594,58145.0591031324
77,180201520103,Lower Beegum Creek,2,0.188679,2,1,0,112593580.0625,65625.202181927
78,180201520501,Upper Cold Fork,1,0.056604,1,0,0,176221906.179688,83373.2157794149
79,180102111101,Conner Creek Trinity River,5,0.584906,5,2,1,271363549.0625,90190.2624518503
80,180102110602,Lower Browns Creek,5,0.509434,5,1,1,151211873.851562,62136.6043072878
81,180102110801,Upper Canyon Creek,5,0.433962,5,2,0,130302205.589844,60742.5996539768
82,180102100104,Garden Gulch-South Fork Salmon River,4,0.377358,4,2,0,169962078.3125,76454.860885573
83,180102080204,Sugar Creek-Scott River,5,0.471698,3,2,1,179355841.101562,77536.6178882889
84,180102080602,Boulder Creek-Scott River,3,0.245283,3,1,0,93085421.3007812,43561.1862390339
85,180102080203,French Creek,4,0.339623,2,3,0,153208335.4375,59430.4310316311
86,180102080604,Tompkins Creek-Scott River,3,0.245283,3,1,0,128099877.929688,58278.7699849176
87,180102061002,Little Humbug Creek-Klamath River,4,0.358491,5,1,0,90165955.0546875,48184.6042321936
88,171003090103,Dutch Creek-Elliott Creek,1,0.075472,0,1,0,119917319.15625,52651.6788857368
89,180500060204,San Pedro Creek-Frontal Pacific Ocean,4,0.339623,2,1,1,129228842.144531,93194.0347873004
90,180500020607,Miller Creek-Frontal San Pablo Bay Estuaries,5,0.490566,2,3,1,120958136.65625,100568.726891134
91,180500020601,Petaluma River,5,0.566038,2,4,1,188846538.042969,65825.9943772756
92,180500020605,Adobe Creek-Frontal San Pablo Bay Estuaries,5,0.641509,2,5,1,130103005.109375,108264.553528939
93,180101100604,Maacama Creek,5,0.603774,4,3,1,197086472.328125,75905.3375054707
94,180201620303,Big Canyon Creek-Putah Creek,2,0.150943,0,2,0,139208810.933594,83629.1791279723
95,180201160301,Thurston Lake,2,0.150943,0,0,1,77204744.734375,48243.5905466095
96,180201160402,Twin Valley Creek-North Fork Cache Creek,3,0.226415,0,1,1,172987301.203125,71150.3323842902
97,180201150201,Middle Fork Stony Creek,1,0.075472,0,1,0,138557524.488281,56123.8404546891
98,180201150306,Lower Grindstone Creek,3,0.226415,0,1,1,155633572.871094,76100.0597138618
99,180201520604,Middle Dry Creek,0,0,0,0,0,110932838.308594,77854.5702775078
100,180102110303,Middle East Fork Trinity River,2,0.150943,0,2,0,90920576.8945312,42238.4347609284
101,180102080302,McAdam Creek,1,0.113208,2,0,0,125118209.027344,59985.447155514
102,180102060801,Humbug Creek,2,0.169811,3,0,0,172234767.433594,58773.8992259382
103,180102070503,Bunton Hollow Creek-Shasta River,4,0.320755,3,0,1,191961673.921875,81163.4852541926
104,180500060201,Arroyo Leon,2,0.132075,1,1,0,118443353.054688,63948.311539825
105,180500040902,Cordileras Creek-Frontal San Francisco Bay Estuaries,5,0.490566,2,3,1,180972491.828125,92907.5489631511
106,180500021001,Angel Island-San Francisco Bay Estuaries,5,0.415094,2,2,1,99145238.6171875,406713.908652664
107,180500020401,American Canyon Creek-Frontal San Pablo Bay Estuaries,4,0.358491,1,2,1,126857858.746094,94904.4152211217
108,180500020702,Pinole Creek-Frontal San Pablo Bay Estuaries,5,0.471698,3,2,1,234931451.621094,177468.301809984
109,180500020101,Chiles Creek,4,0.377358,0,3,1,135755505.277344,73682.6147153931
110,180201620101,Upper Eticuera Creek,3,0.226415,0,1,1,110361712.320312,54385.9342045276
111,180201040602,Funks Creek,2,0.150943,0,0,1,126064672.964844,98306.280221349
112,180201040103,Middle South Fork Willow Creek,0,0,0,0,0,147323873.492188,143295.72052545
113,180201570305,Sour Grass Creek,0,0,0,0,0,108541817.464844,60389.1543330551
114,180201570702,Jewett Creek,1,0.113208,2,0,0,74485238.6992188,84353.6197555046
115,180201520703,Pine Creek-South Fork Cottonwood Creek,2,0.169811,3,0,0,114249544.753906,66219.5262008731
116,180201550402,Spring Creek-Sacramento River,5,0.45283,4,1,1,181634795.546875,90044.3584208742
117,180201540303,Olney Creek-Sacramento River,5,0.528302,4,2,1,148372446.109375,66891.0246587857
118,180201510403,Basin Hollow Creek-Cow Creek,4,0.377358,4,0,1,104406710.90625,83013.2593262605
119,180200050307,Mosquito Creek-Sacramento River,3,0.226415,0,1,1,65642560.90625,48658.5058073598
120,180200050402,Charlie Creek-Sacramento River,1,0.075472,0,1,0,130646461.859375,59864.9160942868
121,180200050104,Deer Creek-Sacramento River,2,0.150943,0,2,0,144425807.925781,74453.0299534134
122,180200050301,Hazel Creek,3,0.226415,0,1,1,100029439.429688,46452.1317553415
123,180200040405,Tuna Creek-McCloud River,1,0.075472,0,1,0,70161154.0117188,37006.3222622076
124,180102070408,Big Springs Creek-Shasta River,4,0.320755,3,0,1,207355489.835938,128249.48743835
125,180102060702,Brush Creek-Klamath River,5,0.45283,4,1,1,161744579.597656,79943.9686324574
126,180600060201,San Jose Creek,4,0.358491,1,4,0,57708484.7460938,45582.4163744906
127,180600150202,Zayante Creek-San Lorenzo River,5,0.490566,2,3,1,221903978.421875,70007.8617994647
128,180500030204,Lower Penitencia Creek-Frontal San Francisco Bay Estuaries,4,0.358491,1,2,1,125083804.492188,56616.0891733855
129,180500010203,Pine Creek,4,0.377358,0,3,1,130062546.835938,58830.1555544872
130,180500010402,Suisun Bay Islands,1,0.113208,2,0,0,17006032.28125,72017.1786188879
131,180500010403,Suisun Bay,4,0.377358,4,0,1,198342802.472656,226901.029281978
132,180500010101,Ledgewood Creek,1,0.075472,0,1,0,74311120.0039062,52326.5009959382
133,180201160702,Salt Creek,0,0,0,0,0,94844074.4492188,48584.0966210168
134,180201620503,McCune Creek-Putah Creek,3,0.283019,1,1,1,127321340.042969,93374.1214901067
135,180201041005,Oat Creek,2,0.150943,0,0,1,118346223.007812,86888.8581794776
136,180201580303,Angel Slough,3,0.264151,2,0,1,114983849.945312,130350.386671656
137,180201580404,Drumheller Slough-Butte Creek,5,0.415094,2,0,2,1206564017.88281,258432.321527109
138,180201580302,Little Chico Creek,4,0.358491,1,0,2,206362336.925781,138142.061026663
139,180201570703,Hoag Slough-Sacramento River,3,0.226415,4,0,0,198418941.652344,127509.59705716
140,180201570401,Brush Creek,1,0.056604,1,0,0,87795011.3046875,44382.6710240893
141,180201550102,Upper Paynes Creek,2,0.132075,1,1,0,114456768.511719,82520.9445199737
142,180201510202,Lower South Cow Creek,4,0.396226,3,1,1,212589345.898438,88432.3623532789
143,180201510401,Clover Creek,5,0.415094,2,2,1,242041618.460938,125992.781599967
144,180201510301,Cedar Creek,2,0.150943,0,2,0,106417230.972656,72613.6539339156
145,180200040403,Bald Mountain Creek-McCloud River,1,0.075472,0,1,0,121994228.378906,66438.1583927786
146,180102050101,Blue Canyon,0,0,0,0,0,95238304.0664062,40835.3990424202
147,180200040103,Trout Creek,1,0.056604,1,0,0,134611026.71875,70869.3693785143
148,180600060305,Limekiln Creek-Frontal Pacific Ocean,3,0.283019,1,1,1,157395170.640625,96450.0531112061
149,180600060103,Tularcitos Creek,3,0.207547,1,2,0,225799360.886719,73155.1089473536
150,180600060101,Cachagua Creek,5,0.509434,1,4,1,187278809.5,69896.9326210386
151,180600150304,Canyon Del Rey,1,0.075472,0,1,0,79567918.515625,51139.1392187709
152,180600020804,Watsonville Slough Frontal,5,0.433962,1,3,1,97879071.8945312,57583.8186288013
153,180500030104,San Felipe Creek,4,0.301887,0,2,1,202900192.007812,84596.6121703146
154,180500030102,Middle Fork Coyote Creek,4,0.301887,0,2,1,93159981.359375,54213.8729290952
155,180500040406,Dry Creek-Arroyo Valle,4,0.377358,0,3,1,89387524.2070312,68434.388199036
156,180201630702,Beaver Lake-Sacramento River,5,0.490566,6,0,1,186921204.355469,123867.181646455
157,180201610303,Pleasant Grove Creek Canal-Cross Canal,4,0.320755,3,0,1,193623247.125,106753.90314342
158,180201590202,Oregon Gulch-Feather River,5,0.54717,3,1,2,201874519.855469,139815.089644083
159,180201580203,Hamlin Slough,1,0.056604,1,0,0,183879474.082031,83019.4207758596
160,180201530202,Upper South Fork Battle Creek,3,0.207547,1,2,0,166368670.617188,76077.0750623845
161,180201510101,Glendenning Creek,3,0.207547,1,0,1,94216869.375,43554.6859969243
162,180201510201,Upper South Cow Creek,3,0.245283,3,1,0,142171341.347656,60182.7744765812
163,180201530201,Panther Creek,1,0.056604,1,0,0,76289741.7109375,46814.2159552176
164,180201530104,Bailey Creek,0,0,0,0,0,145330713.183594,94863.649449789
165,180200030903,Green Burney Creek-Burney Creek,0,0,0,0,0,131690957.601562,60685.6336544537
166,180200040201,McCloud River Headwaters,2,0.132075,1,1,0,105519817.402344,46461.5989178464
167,180200030404,Upper Bear Creek,1,0.075472,0,1,0,190899589.976562,85760.1547325189
168,180102041303,Willow Creek,0,0,0,0,0,296894444.453125,139918.261515901
169,180102041403,Klamath Strait Drain,0,0,0,0,0,82174489.2382812,102940.980338987
170,180600051304,Santa Lucia Creek,3,0.207547,1,0,1,73271439.5117188,46668.5367891642
171,180600050704,Forest Creek-San Antonio River,3,0.207547,1,0,1,171918189.015625,74207.1743024015
172,180600050703,Mission Creek,4,0.377359,0,1,2,80538078.3710938,57735.4745935819
173,180600051405,Shirttail Gulch-Salinas River,1,0.056604,1,0,0,142980917.167969,74866.8872583521
174,180600051404,Stonewall Creek,0,0,0,0,0,64793498.9921875,49409.448302436
175,180600020102,Santa Ana Creek,5,0.433962,1,3,1,213385164.675781,98769.144921392
176,180500030101,East Fork Coyote Creek,4,0.301887,0,2,1,164142601.96875,90690.9416478201
177,180600020201,Upper North Fork Pacheco Creek,3,0.226415,0,1,1,109002653.222656,72722.0113002069
178,180600020205,Upper Pacheco Creek,3,0.207547,1,2,0,76235993.6054688,51688.7015129773
179,180400020101,Red Creek-South Fork Orestimba Creek,3,0.226415,0,1,1,100145922.269531,64022.1347676056
180,180400011903,Quinto Creek,0,0,0,0,0,124500519.53125,85062.0315706116
181,180400030501,Burns Cutoff-San Joaquin River,5,0.433962,5,0,1,73758111.921875,56382.9434382204
182,180400130803,Grizzly Slough-Cosumnes River,5,0.54717,3,1,2,147960495.082031,94399.1640363015
183,180201630403,Laguna Creek,4,0.377359,0,1,2,203519442.417969,118586.899149336
184,180400130503,Lower Deer Creek,2,0.132075,1,1,0,192098780.269531,137689.476832437
185,180201610204,Ping Slough-Coon Creek,3,0.207547,1,0,1,233943084.238281,87299.8716386125
186,180201251002,Woods Creek-Yuba River,4,0.396226,3,1,1,144242013.554688,77928.5083419225
187,180201250902,Middle Dry Creek,2,0.150943,0,0,1,173230342.828125,69559.8810694671
188,180201260402,Vineyard Creek-Dry Creek,4,0.339623,2,1,1,211818440.585938,74333.8970667215
189,180201570202,Lost Creek-Deer Creek,2,0.132075,1,1,0,135776430.042969,77839.1600322808
190,180201210101,Warner Creek,1,0.075472,0,1,0,198570490.800781,104900.448973531
191,180200030505,Tule River,3,0.264151,2,0,1,252497851.816406,93153.8062671034
192,180102041104,Double Head Mountain,1,0.113208,2,0,0,251302950.105469,84664.4360496685
193,180600060404,San Simeon Creek,5,0.490566,2,1,2,126244876.378906,58791.6126861631
194,180600050610,Nacimiento Reservoir-Nacimiento River,3,0.283019,1,1,1,132508812.285156,60291.9043217253
195,180600051203,Topo Creek,4,0.301887,0,2,1,157514072.394531,76799.3997310236
196,180600051108,Sweetwater Canyon,0,0,0,0,0,83438664.6914062,58643.2364204717
197,180400011302,Ortigalita Creek,0,0,0,0,0,112714362.761719,74124.7368266812
198,180400011203,O'Neill Forebay-San Luis Creek,0,0,0,0,0,78487354.9140625,47704.9998173769
199,180400012102,Mud Slough,5,0.509434,1,2,2,321940004.0625,154828.544896256
200,180400510204,Simmons Creek-Littlejohns Creek,1,0.075472,0,1,0,184460018.898438,154205.358768969
201,180201260301,Magnolia Creek-Bear River,1,0.075472,0,1,0,196095259.769531,99682.7191097616
202,180201250402,Slate Creek,3,0.283019,1,3,0,268914518.996094,114508.454954474
203,180200030602,Poison Lake,1,0.075472,0,1,0,171662585.613281,63199.8546942716
204,180800030401,Headwaters Susan River,0,0,0,0,0,131520658.621094,85112.3420374389
205,180200030107,Little Valley-Horse Creek,0,0,0,0,0,119918519.984375,55258.3074757433
206,180200030801,Clarks Valley-Pit River,0,0,0,0,0,73918753.4335938,42533.2346227593
207,180200021802,South Fork Juniper Creek,0,0,0,0,0,101990270.308594,57302.1712025673
208,180200021703,Big Swamp-Ash Creek,2,0.150943,0,0,1,310132181.605469,115223.605004929
209,180102041103,Lone Pine Butte,0,0,0,0,0,245687608.082031,77944.5101265272
210,180102040110,Boles Creek,1,0.113208,2,0,0,135746685.265625,92858.4670094716
211,180600060413,Willow Creek-Frontal Pacific Ocean,4,0.339623,2,1,1,29096021.8476562,49058.3082217437
212,180600060412,Morro Creek,4,0.358491,1,2,1,94067302.78125,57680.9752688959
213,180600050711,Kemp Canyon-San Antonio River,1,0.056604,1,0,0,84850023.6679688,60988.014645113
214,180600050901,North Fork Lewis Creek,0,0,0,0,0,82759766.2421875,47859.6653150636
215,180400012001,Upper Poso Slough,4,0.301887,0,0,2,471873796.296875,183589.214941137
216,180400011804,City of Winton-Bear Creek,2,0.188679,2,1,0,332892425.304688,86883.356125313
217,180400510201,McCarty Creek-Littlejohns Creek,0,0,0,0,0,97419690.5625,56130.7029705925
218,180400110104,Cherokee Creek,0,0,0,0,0,122811777.976562,70573.7703319231
219,180400110106,Calaveritas Creek,0,0,0,0,0,140612938.132812,74032.800317805
220,180400110103,San Domingo Creek,0,0,0,0,0,137690901.390625,97466.8943972575
221,180400130203,Martinez Creek,2,0.150943,0,2,0,85978587.5546875,59330.2220771645
222,180400120603,North Fork Dry Creek-Dry Creek,0,0,0,0,0,83519481.9648438,70303.6678788587
223,180400130301,Scott Creek,0,0,0,0,0,158501570.984375,70455.5214131443
224,180201290504,White Rock Creek-South Fork American River,4,0.301887,0,2,1,84949501.9492188,56550.0795233955
225,180201280403,Peavine Creek-North Fork Middle Fork American River,2,0.150943,0,2,0,145323073.660156,78108.2801592098
226,180201280208,Long Canyon,3,0.226415,0,1,1,210052334.183594,100677.817308793
227,180201250604,Fall Creek-South Yuba River,4,0.301887,0,2,1,152334065.917969,65105.9811387408
228,180201250103,Downie River,1,0.075472,0,1,0,81421833.2929688,48361.550675978
229,180201220603,Ward Creek-Indian Creek,0,0,0,0,0,133584641.449219,65535.0280910346
230,180800030404,Willard Creek,0,0,0,0,0,130205152.507812,52871.9864096411
231,180800030605,Upper Willow Creek ,0,0,0,0,0,253326958.996094,82125.252164401
232,180800030203,Bullard Lake,0,0,0,0,0,93194270.4921875,61657.4132237891
233,180800020304,Grasshopper Valley,0,0,0,0,0,235647788.683594,82924.9742220362
234,180800020209,Anderson Canyon,0,0,0,0,0,302540231.765625,94934.9205005898
235,180200021404,Ash Valley-Ash Creek,1,0.056604,1,0,0,251208947.15625,80579.8775117239
236,180200021002,Witcher Creek,0,0,0,0,0,105160309.851562,53123.1511452402
237,180600140101,San Miguel Island,0,0,0,0,0,54194906.0351562,65871.3346717638
238,180600100702,Salsipuedes Creek,5,0.433962,1,1,2,73294304.078125,52187.9335861046
239,180600100701,El Jaro Creek,3,0.283019,1,1,1,126614184.234375,57855.3205852146
240,180600090103,Harris Canyon,3,0.207547,1,2,0,69372372.4375,46453.4032988572
241,180600060605,Lower Arroyo Grande Creek,5,0.509434,1,2,2,117639430.53125,87537.7886942049
242,180600060604,Los Berros Creek,2,0.132075,1,1,0,110270502.613281,69196.6485808847
243,180600070402,Lower Alamo Creek,4,0.377359,0,1,2,145213808.523438,72730.0049515433
244,180600050305,180600050305,0,0,0,0,0,70998622.8828125,47951.571032067
245,180600050203,Pilitas Creek-Salinas River,5,0.433962,1,3,1,138703757.933594,77901.9113516156
246,180600040304,McDonald Canyon-San Juan Creek,3,0.226415,0,3,0,142558138.46875,77473.6463728451
247,180600040207,Lower Cholame Creek,4,0.377358,0,3,1,191711923.566406,96168.2833399054
248,180300120303,Middle Warthan Creek,3,0.226415,0,1,1,123990239.949219,59415.4924181441
249,180300120602,White Creek,1,0.075472,0,1,0,165979494.914062,65331.2242412993
250,180300090804,Town of Tranquility-Fresno Slough,0,0,0,0,0,232322474.054688,115549.452554207
251,180300090803,Mud 1085 Dam-Fresno Slough,0,0,0,0,0,218940025.402344,96080.3854249049
252,180400011403,Lower Black Rascal Creek,2,0.150943,0,2,0,124782187.585938,103357.890875242
253,180400011603,Middle Mariposa Slough,4,0.301887,0,2,1,235065274.265625,95146.6805088877
254,180400011702,Upper Owens Creek,4,0.301887,0,2,1,155868189.933594,145262.553824726
255,180400091301,Gallup Creek-Dry Creek,0,0,0,0,0,84107992.234375,53081.116995786
256,180400091202,Moccasin Creek,3,0.283019,1,1,1,73783589.8632812,56749.5621445172
257,180400100605,Mormon Creek-Stanislaus River,3,0.226415,0,1,1,222113678.726562,101655.070303744
258,180400100602,Stony Gulch-Stanislaus River,1,0.056604,1,0,0,71454382.359375,55426.1702045558
259,180400120203,Lower South Fork Mokelumne River,0,0,0,0,0,62490353.71875,42902.9831238581
260,180400120405,Mill Creek-North Fork Mokelumne River,0,0,0,0,0,119946557.222656,87609.7437827613
261,180400120303,Lower Middle Fork Mokelumne River,0,0,0,0,0,98855248.8359375,84863.9187931583
262,180400130201,Steely Fork Cosumnes River,3,0.226415,0,1,1,112190994.21875,57046.0439189276
263,180201290201,Bassi Fork,3,0.207547,1,2,0,91169642.484375,53250.5985944952
264,180201290302,Chimney Flat-South Fork American River,2,0.150943,0,2,0,98490219.7148438,59270.2138470349
265,180201250501,Pass Creek,1,0.075472,0,1,0,79139131.5546875,40077.6061559344
266,180201220202,Cottonwood Creek,0,0,0,0,0,74161487.25,47283.4563344193
267,180800030607,Lower Willow Creek,0,0,0,0,0,219869534.03125,101910.182930015
268,180800020201,Coyote Flat,0,0,0,0,0,218439049.265625,69540.1879818054
269,180200020402,Romero Creek-South Fork Pit River,1,0.056604,1,0,0,204223939.527344,95672.8714746374
270,180200020705,Rattlesnake Creek,0,0,0,0,0,113921520.328125,62997.3378965612
271,180200020502,Gleason Creek,0,0,0,0,0,77763334.0507812,46960.1616213212
272,180200020603,Thoms Creek,0,0,0,0,0,120541747.148438,55058.30745248
273,180600100602,Santa Rosa Creek-Santa Ynez River,5,0.433962,1,3,1,167382005.769531,64887.1823803181
274,180600130105,Tajiguas Creek-Frontal Santa Barbara Channel,5,0.566038,2,2,2,185041862.945312,73185.3137894776
275,180600080301,Manzana Creek,5,0.433962,1,1,2,216266219.300781,79645.6228780302
276,180600070401,Upper Alamo Creek,4,0.377359,0,1,2,197088966.558594,67160.3488851173
277,180600040103,Rogers Creek-San Juan Creek,1,0.075472,0,1,0,210689274.878906,76228.6151146173
278,180600040102,Barrett Creek-San Juan Creek,3,0.226415,0,1,1,146207778.167969,69052.1070481511
279,180300121702,Cottonwood Creek,0,0,0,0,0,77392866.6523438,51743.3920230019
280,180300121402,Franciscan Creek,0,0,0,0,0,76070612.2226562,53333.9342146629
281,180300121704,Alamo Solo Spring,0,0,0,0,0,178930083.464844,78066.2859750386
282,180300122202,Arroyo Robador-Frontal Tulare Lake Bed,0,0,0,0,0,109922839.386719,53277.5710172687
283,180400070402,Upper Dry Creek,2,0.150943,0,2,0,106961266.136719,74010.8381028405
284,180400070304,Schmidt Creek-Fresno River,1,0.075472,0,1,0,206903763.972656,116901.067803577
285,180400010802,Town of Trigo,2,0.150943,0,2,0,107234761.496094,72213.2366274976
286,180400011101,Upper Burns Creek,0,0,0,0,0,166926526.664062,68496.576648745
287,180400011502,Stockton Creek-Mariposa Creek,3,0.226415,0,1,1,140151445.804688,74669.1661993805
288,180400080403,Indian Gulch-North Fork Merced River,2,0.150943,0,0,1,137784829.519531,61695.1384437809
289,180400100302,Highland Creek,2,0.150943,0,2,0,259948106.992188,103328.462216388
290,180201290102,Silver Lake-Silver Fork American River,2,0.150943,0,2,0,100258643.175781,51998.9798127435
291,160501010301,Big Meadow Creek-Upper Truckee River,2,0.132075,1,1,0,117107436.554688,56654.18924173
292,180201290301,Lake Aloha-South Fork American River,3,0.264151,2,2,0,232615902.011719,79836.2125967558
293,160501020205,Prosser Creek ,2,0.132075,1,1,0,141016100.160156,65291.1717936351
294,160501020204,Martis Creek,2,0.132075,1,1,0,180997897.582031,60952.7333937664
295,160501010102,Incline Lake-Frontal Lake Tahoe,0,0,0,0,0,1538109.8984375,10321.6677116727
296,180201230201,Badenaugh Canyon-Smithneck Creek,0,0,0,0,0,137212694.753906,51710.5418697074
297,160501020107,Boca Reservoir-Little Truckee River,2,0.188679,2,1,0,157561589.21875,59695.7220490851
298,180800031302,Robinson Canyon-Long Valley Creek,0,0,0,0,0,157487816.039062,67372.4064653617
